Gene	a.0	a.2	a.8	a.16	b.0	b.2	b.8	b.16
Gene8544	6334.824651	7391.422372	6887.951176	5791.300325	6019.575017	8619.876167	7186.243364	6669.897485
Gene4316	7984.680937	2711.55714	4620.3586	7126.961308	7547.63092	14329.496	4292.94969	6282.298644
Gene1440	6321.757378	5249.067884	6304.714196	9503.34796	5031.715792	6254.532294	6097.380028	10105.439
Gene6215	6494.295061	6988.869668	7051.3336	7015.88294	7211.743277	6395.618153	6426.520436	7252.692671
Gene13170	7577.751144	8859.227493	6335.24072	5654.482601	7926.992464	6775.958847	6339.207366	5328.483325
Gene3061	7843.71666	7882.937935	6326.876727	4884.510426	8992.507929	7379.404499	6711.613445	4774.654655
Gene4481	6880.901545	6074.531833	7338.520103	6795.954301	6972.112592	6786.270704	6394.277967	7524.071265
Gene8822	7015.121473	6791.712962	6657.027059	8764.143336	5761.648073	5378.10215	6828.888928	7563.71884
Gene5832	6072.198728	6385.664359	8661.443483	7517.817155	6243.216024	4515.853301	6734.902179	8620.268411
Gene6372	8021.542744	5143.515004	6166.276409	5336.564369	8662.402991	8999.895139	6560.831589	5856.619047
Gene3980	7007.082112	6488.670043	4817.655179	6636.826016	7976.187397	7082.265391	7278.298226	7439.190103
Gene6890	6751.781837	5911.26451	7789.762078	6903.288389	7127.20762	7266.126649	7204.285073	5765.553027
Gene10395	5100.026836	4017.229216	8615.536405	8310.201029	3978.758156	7290.91222	7502.465336	9903.082454
Gene4793	6994.706478	6341.629343	7722.287514	5753.79476	6249.662577	6962.102451	7662.85066	7031.084766
Gene13139	6323.402826	6769.667375	7522.339021	7622.652346	7187.67786	6380.705327	6479.344089	6430.728564
Gene2314	3093.352561	7845.114259	10023.06779	7925.1697	2678.900029	6575.54508	9173.670049	7366.0937
Gene1094	2481.804211	3985.584974	6622.709881	12418.83144	2718.578291	5368.200615	7248.378371	13833.44459
Gene11344	6141.888292	7216.609164	6596.17511	5592.599254	6995.62215	8447.711815	6956.412397	6721.64787
Gene696	6240.900041	9145.897205	6248.004069	5085.771111	6185.084828	9879.195591	6087.566018	5795.973292
Gene8592	5453.561375	3884.442311	7415.979037	9628.803277	4264.320491	6584.58807	5265.555884	12163.34275
Gene5939	7566.29801	9435.528262	6080.042145	4452.82651	6267.453888	8397.728309	6477.898733	5973.15119
Gene9338	8096.824237	5676.726354	7381.290066	5891.972063	7368.314511	7039.270838	7046.943072	6117.440284
Gene8937	7110.58099	7417.209291	6756.429893	6459.005559	5027.831875	6795.709972	8754.991557	6284.823517
Gene7345	7936.638213	6332.582674	6441.825605	6104.856545	7244.143611	7695.718671	6525.050129	6322.950776
Gene713	3572.040658	9777.702333	7586.565388	5293.340785	4055.975391	9670.183606	8119.047117	6527.044837
Gene4415	6283.371426	7517.710124	6699.561534	6567.894994	7077.173443	7437.983765	6695.916008	6315.376522
Gene10129	7044.627223	4354.277988	8143.229208	7686.483094	7233.755095	6048.155676	6864.40495	7216.266247
Gene9160	6186.130136	8997.93664	6443.697295	6215.174379	7298.030645	7085.59392	6256.236846	6104.415403
Gene11418	6745.377902	6467.052165	6470.016547	8148.195544	6496.933042	6324.352442	6647.618798	7285.970631
Gene2614	8107.406898	3441.298855	4948.110965	10355.21728	7634.121901	5311.892654	5505.27886	9279.708604
Gene1961	5216.020434	5778.036194	9001.36899	7534.677882	5133.03659	6321.911276	7522.738732	8070.025385
Gene9618	6791.2543	6560.094151	7249.607955	7294.071025	6309.314329	7576.115453	5668.301016	7106.385253
Gene8373	6164.294018	5717.732872	7402.335935	7198.683403	6302.016202	5902.209855	8426.258565	7428.268926
Gene9890	7463.950372	8477.125957	6349.436908	7208.624491	5666.97105	7330.407726	5718.468456	6309.954085
Gene13092	7453.698447	7287.558396	5803.99477	6993.746848	6857.883941	6764.916227	5948.341775	7404.837334
Gene13026	6861.033027	6903.95969	6263.659015	7299.013942	7268.034707	6613.402098	6624.819185	6679.73857
Gene5410	6574.819294	5490.695474	6281.443586	9250.022995	6954.253621	7184.600992	5901.534701	6874.109974
Gene9793	7273.114662	7692.781961	7012.677424	7329.6501	8188.383603	6319.981218	5175.653691	5510.759321
Gene13187	5893.59814	9687.502785	6447.707024	5846.840645	5851.049036	7860.474777	6654.117476	6249.445318
Gene1854	5943.351514	5539.694393	6827.157773	9037.178385	5829.651643	5685.385186	6680.21623	8940.946029
Gene486	5786.434726	12233.94911	5656.227567	5213.095958	5352.834799	10243.90367	4707.48464	5270.886803
Gene7175	6626.002342	7504.748294	7946.463694	4080.009008	5954.82838	10244.24381	7022.242653	5085.707476
Gene7739	7694.797956	6938.937272	6466.726049	7141.516357	5947.443869	7377.193493	5896.75418	6976.294617
Gene6363	6190.915343	5864.422993	6436.715761	7625.291417	7773.480272	6982.021575	6666.494243	6894.818241
Gene5602	6457.400616	5933.641882	7608.976435	6558.91935	7044.044324	7246.74982	6689.877157	6894.133044
Gene4079	5273.939808	8588.469048	9172.259263	7790.527945	5067.541768	5904.131914	6815.610198	5811.208474
Gene4166	6512.152022	6099.502762	6138.025566	7844.77173	8008.99109	5195.895821	6909.337304	7687.500444
Gene3951	8396.170846	5420.428891	5805.223326	7187.144623	7149.91717	6731.691914	8185.204919	5520.154088
Gene6915	8694.036874	6314.782941	6669.880541	4949.078333	7607.304187	6765.501047	6758.819792	6633.009253
Gene8385	6681.61682	6806.035168	6338.210823	6893.104673	7613.00975	7080.544742	6395.212371	6584.086009
Gene4008	7700.41956	7743.405674	6109.618507	4999.145342	8022.454064	6074.996865	7965.512679	5766.017001
Gene1048	5630.670616	6165.02188	7636.995001	8283.090843	6305.006161	4901.126128	7058.786432	8390.972049
Gene13682	7494.830694	5320.699614	7533.215048	7214.28851	6977.750474	6372.475526	7020.758346	6420.862326
Gene3312	7452.141664	6967.422183	7753.714232	5602.00508	5846.231237	7427.500939	7412.507446	5884.927787
Gene7176	6908.943057	5266.813004	7550.118565	7034.307531	5476.638922	6595.158272	6426.703417	9073.346714
Gene8145	6774.865068	4635.482121	6664.053737	7090.889252	6860.403215	6047.41513	8603.052496	7635.821569
Gene12807	5825.999078	7431.842271	7122.109163	6739.837119	6836.280306	7122.148898	7398.99007	5828.56349
Gene10433	9110.630203	5870.5821	9123.193873	4903.43174	6483.088547	6447.691372	6481.758079	5880.328484
Gene7287	7607.993288	5736.161739	6333.871356	5483.796503	7605.795066	8964.95832	6356.969874	6208.913582
Gene13480	7331.533519	7404.659572	6198.900292	6801.898653	6067.753894	6716.366021	6709.293382	7050.083255
Gene9159	6751.63253	8028.679894	6590.794823	6705.137021	6616.644358	7442.21939	6191.336135	5945.486304
Gene10926	4803.906762	6298.6735	8089.833959	6344.840831	6978.303282	3924.856927	9354.878905	8470.996471
Gene11946	6898.455652	8028.974915	6092.796107	6342.197622	6392.011235	7313.394193	7144.493291	6051.891404
Gene6566	7392.924226	6307.844254	5975.186605	6825.879948	8454.796056	5343.829185	7299.530196	6650.921078
Gene4621	6873.794786	5297.171373	5680.450021	7659.34023	7267.510454	6445.318585	7985.578224	7033.320115
Gene5398	5930.003793	6197.970582	7279.776903	9659.457417	5885.659343	4651.691731	6230.668464	8403.782152
Gene7388	5209.95215	5603.995952	8296.095102	7982.866498	6077.923247	5252.894074	7819.571697	7993.076215
Gene4484	6968.701394	6695.599126	6390.255472	6430.575487	7813.205295	6739.147586	7247.088532	5948.95608
Gene4035	5009.996006	6424.448429	7960.958357	8954.333916	4502.366714	7046.835433	6290.256161	8028.964683
Gene7782	8015.98778	3314.087449	5223.507663	8034.602032	7533.823915	6704.50995	7908.289033	7469.414484
Gene8083	6310.696733	4496.660797	8842.853732	8035.949675	5621.709529	6441.895971	7604.721282	6838.849262
Gene6771	6404.372361	8523.251603	6718.512258	5788.75191	6766.300907	6779.992548	6831.918325	6379.969929
Gene6341	7319.390612	4904.760871	8675.564337	7052.009505	6820.422634	5177.819473	6760.932255	7475.162471
Gene11504	6234.893061	6238.992656	6632.479442	8829.311281	5522.615055	7133.751379	5779.909347	7812.832858
Gene3078	8185.570281	8329.474198	5148.602336	4714.033844	8554.51832	8597.716507	5748.850575	4891.457891
Gene10500	6048.633958	6474.323007	7010.654478	7682.875478	5068.646631	6515.221213	7140.860708	8220.246653
Gene12448	6748.376693	8169.690676	6600.362418	5467.330727	8421.439827	6919.725501	6653.235148	5176.141574
Gene4989	7710.785878	4917.018786	5972.875088	9217.858447	6519.849896	6010.083459	6086.204028	7666.308616
Gene15	5012.513189	6324.024832	6826.198811	7876.592577	4810.783046	6876.602811	7772.307612	8597.631374
Gene4602	8072.62069	8547.156724	6330.015198	3794.061314	8322.998601	6827.535418	6945.338055	5252.551413
Gene4882	6108.687613	9948.375039	6433.711728	6230.647991	4978.79263	7779.460484	6451.297752	6142.135583
Gene7803	5949.233699	4009.027482	9413.132915	7575.649659	4677.015697	5186.816058	7300.999603	9960.616164
Gene4926	6847.161803	4776.515768	6913.742764	7022.383844	6762.553789	6806.979309	7385.689501	7547.991303
Gene3777	7555.900906	5336.475522	6210.042111	8295.414421	7228.220772	6835.684307	5566.284063	7019.775849
Gene11048	6011.258802	7043.855411	7309.579625	7260.922201	5988.748257	5173.15595	6442.957023	8816.086848
Gene6985	7566.780467	5979.091833	6524.798325	7132.756552	7404.301443	6804.41594	6106.214143	6527.917493
Gene4312	6237.095113	7355.550383	6414.972812	6227.348702	6488.458352	7368.046366	7655.125691	6280.070935
Gene10112	6350.141022	7588.935322	6584.504112	7009.490866	5752.072769	8202.787673	6067.422758	6464.277524
Gene5262	6002.240554	7427.047994	7577.31292	7016.174729	5996.557638	6701.168839	6702.596369	6581.081468
Gene11395	6799.310195	4899.486094	7396.330174	6408.824401	6391.852112	7748.420633	6821.367343	7537.727652
Gene1554	2891.496853	2768.222232	8103.775936	11632.55859	3158.397635	5173.334189	7533.831399	12735.48873
Gene4095	7836.593473	6449.904312	6630.876981	5442.379669	7586.807305	7306.080262	7098.073012	5627.636651
Gene2742	9430.120699	6586.798261	6150.613301	3745.015823	9286.596691	9010.957915	5646.696238	4117.599476
Gene5077	6373.385077	6989.927983	7706.577378	6956.667643	6364.692907	5117.702388	7844.2475	6615.059694
Gene5185	7115.90098	8488.429857	4369.869253	6890.541507	6979.185438	7051.677674	5876.162872	7190.230149
Gene2131	5238.537949	7834.391768	8225.410472	6401.77326	5655.125027	6474.447709	8134.13845	5996.180293
Gene12099	6414.959218	7623.890408	7388.784379	7631.065022	5980.78345	4732.723396	6772.988279	7409.261334
Gene7893	5847.544745	7861.770849	5581.898706	6817.50752	6241.023051	7491.222258	5855.760292	8255.296725
Gene570	4142.854091	10198.4629	7832.345874	4847.439485	4637.457322	10622.6242	6025.134013	5643.518682
Gene6760	6566.940748	6224.730745	7378.079543	7821.341691	5641.002783	5967.564638	7546.305188	6799.486464
Gene3558	13137.58894	7985.047749	6474.206399	1931.585768	5697.021152	9640.748706	4929.48497	4141.12785
Gene481	6546.614047	10237.49651	5606.341272	4692.007977	7388.477513	8990.737015	5644.519208	4828.136936
Gene22	5106.277533	6797.754931	6775.066025	8012.809368	4144.553425	7853.098792	7461.490044	7779.768423
Gene9451	11399.21711	3376.247213	4597.647183	5682.218571	9239.223451	8925.210506	4065.616587	6643.437839
Gene3932	6900.584182	9522.963895	8187.827494	3426.463226	6349.314127	9149.143293	5207.743678	5181.292866
Gene7527	3790.460411	10211.03626	8174.520104	4814.955419	3865.805852	7496.927816	9773.927631	5748.190619
Gene3536	7425.152137	5167.076385	7771.54076	5227.591759	6960.98608	9024.007125	7219.476373	5059.901748
Gene410	3468.379184	10272.3022	9731.40807	4276.636523	3109.229479	9205.262925	9045.33667	4733.087578
Gene2525	8608.449375	7638.278986	4262.439797	6202.726632	9801.452863	6861.773341	4903.047997	5556.030414
Gene3297	6254.008136	6856.831752	6535.474006	6083.847711	5975.009596	8712.639159	6703.060301	6677.811625
Gene6364	8298.3145	6759.824737	8502.088963	6615.653324	6075.906584	4628.112797	6974.138054	5935.27195
Gene7009	7055.73049	7232.259485	6675.121506	8672.229898	6712.959857	5467.25798	5001.284391	6942.834013
Gene9342	6847.495031	5687.617852	6802.789929	7600.99639	5881.776399	6617.61152	7993.645279	6325.337708
Gene5553	5638.287231	7838.862475	7802.248901	6627.381375	5630.289676	6809.006879	7078.334285	6330.984901
Gene594	8284.409273	12709.80979	5330.581267	3530.121196	4379.697569	11082.88432	4325.929313	4111.47097
Gene5683	5038.243561	6231.853241	6861.286663	7299.67618	5862.289799	6827.51041	8654.366866	6975.549081
Gene8582	7529.696719	5844.828263	7213.251308	7384.69973	7037.556063	6331.781979	6084.859678	6321.705565
Gene2925	7345.929297	8614.345598	6217.490747	4983.64517	7403.58336	7747.296509	6686.735251	4747.125859
Gene12328	6653.517456	5414.516363	5358.346177	7042.74177	6428.324814	11052.11001	6710.286826	5086.032283
Gene8873	7101.810045	4158.374832	9693.732122	7412.785639	6415.79093	4784.01338	6723.375151	7455.096603
Gene6994	6178.615867	8497.314525	7452.696421	5547.671889	6610.351555	7110.436298	6518.90508	5825.037135
Gene5965	4852.901555	7627.817124	9571.660843	6256.987206	4591.432616	6496.355609	7591.294434	6752.246936
Gene2548	9294.81301	5490.943131	6421.899735	5057.64738	9219.977171	6868.370553	6623.918907	4727.21277
Gene366	5854.171414	8182.209995	6202.604165	5462.808234	6731.565033	9194.926568	6566.454513	5495.4329
Gene4354	9825.290061	5589.575468	6351.738684	7423.383912	6881.820964	3862.030198	6919.230502	6835.610665
Gene8538	9697.176628	2925.065532	8589.837939	5416.714058	6021.037798	4215.417468	10029.68446	6783.840105
Gene1342	5766.712174	5260.842331	6408.22135	9773.75961	4972.416614	6839.163122	5863.579239	8789.404323
Gene387	4281.265813	9703.484892	8074.737812	5104.232361	4537.767673	9751.588536	7074.438846	5145.630525
Gene11997	5357.616605	8195.823753	6386.725204	7123.421845	6257.166934	6237.720605	6309.287175	7793.977128
Gene7923	6462.541849	6213.385947	6756.420357	6615.588704	5762.554799	6234.327068	8113.44398	7498.17997
Gene1572	6347.453017	5593.018401	7872.577564	7614.598914	5650.439592	4467.578058	7973.91973	8111.360761
Gene5751	7073.225998	6389.139541	6844.583545	7267.009389	5552.441924	8357.779079	6342.484768	5796.774902
Gene4205	6447.507727	6041.234593	6693.709004	6932.569413	6312.487121	6446.161593	6522.076137	8221.741249
Gene8905	6867.768507	6848.239152	7507.465157	6141.778548	5516.550839	6675.373332	6852.512467	7201.637624
Gene9626	9633.152156	9917.08538	7342.103934	2282.58813	5266.72559	10495.09614	4409.007015	4237.400261
Gene8473	8096.082974	6491.989715	7130.654448	5239.418985	6276.329824	7906.600602	5432.245987	7007.761642
Gene13454	7358.053419	4387.340406	8289.376386	6418.942561	7491.134743	7521.365042	5989.898888	6114.690836
Gene941	3876.362989	3641.639968	8628.552994	10706.60268	3678.70361	5135.746609	6400.710811	11481.25184
Gene5379	7663.772552	4822.309592	7512.294169	5939.870034	5778.472292	6956.289586	7004.317103	7844.374895
Gene616	5642.003688	10722.567	6483.199984	3219.968298	5000.470505	13083.49922	4815.969239	4553.352863
Gene4449	6437.855772	5979.945016	7409.069279	7713.923969	5878.710681	5463.404869	7956.704527	6666.443383
Gene5532	8345.184043	8327.755763	7835.919952	5596.764352	5857.723388	6247.398194	7160.714268	4122.052742
Gene7813	5405.168504	6041.762209	8157.232311	5920.138636	5229.466252	8903.715445	5850.73332	7962.0873
Gene4424	6662.418525	9641.708988	9785.597015	4638.653756	5136.521632	4915.734845	7680.307257	4982.225645
Gene9874	6388.507907	6460.584729	6317.026077	8581.596017	5098.722196	5058.239292	7406.447534	8128.69866
Gene10003	7624.670464	6994.262311	6392.495265	6090.586724	6428.918149	7860.515024	5387.418687	6657.409872
Gene11707	5906.137502	5668.658139	6759.207719	6485.812315	5253.963716	4866.551543	9675.510773	8819.497321
Gene3630	8522.176703	7001.745208	6176.405909	6740.322906	7356.963777	6384.579267	5323.267833	5917.756097
Gene11542	6540.440459	7569.31555	8066.891461	5842.397734	6423.849976	6759.195344	5577.551205	6639.231678
Gene11290	7044.933105	4808.931846	7287.948147	8033.163941	6196.589106	3658.632062	8623.471977	7764.02545
Gene1862	4995.872189	4746.063721	6950.317949	10891.95364	4970.376169	5009.886577	7114.850742	8733.507422
Gene13065	7090.336658	4479.098727	5616.782211	11114.99364	5163.98311	6715.601693	5025.230359	8194.147258
Gene967	3886.004257	5975.545346	5565.40149	10546.92342	4248.150467	5952.702687	6252.030311	10972.91804
Gene3076	7865.50375	7436.628784	5335.103221	5229.552818	9319.516555	7265.985024	5884.65323	5062.696365
Gene4294	7865.045462	5037.402261	6152.142888	6163.007156	8145.210023	7962.232903	6646.217358	5422.501491
Gene9997	7381.922843	6933.905657	5518.847874	6888.545797	7559.179983	5676.035195	6838.320689	6591.71954
Gene6170	5124.321394	6904.99877	7407.688471	7113.400759	5439.76949	5719.561405	7213.402283	8419.691916
Gene8200	7244.210287	6538.471593	6841.601298	5215.68212	7489.815955	6112.357239	7940.864096	5954.983899
Gene4717	5736.877093	6491.590235	6003.967094	7656.864089	7379.61777	6985.54535	6057.644264	7019.773112
Gene8523	6380.870713	6716.957212	6326.605051	7324.539322	6777.496804	6562.341496	6727.143953	6501.187995
Gene1326	5848.190799	4295.536874	5360.905629	9857.17391	6932.181458	5794.799343	5397.967586	9787.94387
Gene1058	2236.700624	3562.757081	8581.088685	10584.74953	2231.727036	6246.813716	7158.451758	12666.58868
Gene8535	6575.053427	8872.481417	6513.775876	5688.91913	6465.738701	6718.558967	6697.31736	5735.024824
Gene7816	6992.520144	6098.751179	6444.889988	5232.869012	6040.078587	10666.39208	5567.135732	6213.832217
Gene2647	6823.167441	4934.87589	6420.003986	8890.041344	7334.922927	5071.71169	6345.70577	7433.693932
Gene3753	6880.849894	7284.971537	4895.61835	6183.509579	7508.751691	7464.568581	6523.450352	6510.141906
Gene13043	6223.863541	6351.123776	6560.846609	6765.30823	6326.308214	6713.878401	6984.887482	7305.306404
Gene10577	8253.488044	4759.39625	7153.036307	8396.3359	6277.504596	5068.029429	6287.671787	7031.382222
Gene1748	4950.357704	6467.134028	7145.970162	9110.076908	4275.279875	5310.520294	7442.327638	8510.498689
Gene10565	5983.168553	6188.155143	7087.60053	6918.687476	6828.887452	5987.029989	7938.057944	6258.06709
Gene10095	6734.007084	7010.624228	7902.477158	5158.974369	6920.914564	5762.15019	7682.803406	6015.695424
Gene990	5925.023662	4870.011446	7795.456955	7773.859882	6287.033071	4418.250911	7980.498592	8118.96905
Gene2402	4176.306105	6854.501628	8831.864489	7585.835177	2114.048769	6812.89498	9123.283094	7665.575063
Gene6800	14383.36075	4975.108726	7508.483955	4139.038519	6177.586872	5136.461072	5599.552069	5164.846423
Gene12783	6114.96657	7687.734027	7948.508511	6587.850387	4861.071515	6768.612639	7284.38284	5819.858627
Gene3612	6959.959005	8576.334961	6182.672944	4641.015104	7567.776116	6705.764347	6949.949041	5478.993933
Gene8741	2154.909968	4989.498965	10698.53586	6224.454557	2221.159771	10250.27431	9315.462112	7176.734295
Gene3656	6954.825035	6145.37437	7581.580394	6548.552758	5327.605479	6246.194506	7258.170431	6963.663397
Gene9392	5476.726066	6091.352713	8867.12085	7005.286858	7304.567769	5333.611923	6622.725964	6322.603308
Gene6054	6670.101436	4863.161644	6345.7459	7449.14524	6597.45171	5240.267665	7648.074759	8179.724055
Gene1344	3882.276685	5517.477771	9035.588674	8693.809843	3532.0755	3807.137802	7938.348621	10572.16782
Gene6212	6766.110884	6133.206088	6627.606834	7065.980041	6301.212419	7117.978016	5787.108854	7160.634102
Gene10002	5929.343537	6836.87832	6490.141853	6476.381118	6169.811953	6105.015699	7517.175879	7431.504654
Gene8221	6119.857137	5837.364915	6654.905265	8123.816159	5804.042506	5558.553543	7317.311945	7527.284861
Gene9511	5048.516708	9349.796022	5764.759564	6439.464862	5346.947062	8198.454986	7213.470849	5579.519539
Gene2871	8665.552956	9466.081799	5200.178851	3327.166294	7595.789043	10455.42875	4615.542665	3609.38139
Gene10607	8324.375559	5346.456218	6392.155923	6137.913311	8281.766182	7226.625756	6056.31988	5166.62141
Gene10096	6882.600961	7397.842803	6624.064123	5941.505023	6720.908585	6247.386603	6720.80479	6395.684648
Gene7448	6125.904789	6416.637561	5312.711827	9220.572462	5792.510959	8182.393613	5488.985758	6380.082275
Gene9457	5353.834872	6859.707797	7375.845031	6513.728839	6877.609648	6455.540343	6102.900179	7377.069865
Gene9872	7399.561584	6837.416567	5627.696121	7150.706765	6819.21958	6796.812627	7090.496662	5181.350346
Gene7372	5670.0537	7293.275564	7583.665129	6774.97577	6085.567385	7330.610048	6042.652464	6104.662416
Gene8401	6339.87313	6511.85822	6066.109149	6372.673084	6249.529283	8352.645344	6632.671551	6359.025479
Gene1517	3944.294776	4559.682603	5963.981413	11002.97777	3533.059172	5016.96392	5350.774409	13507.17578
Gene7871	5780.383267	6202.814248	7874.165838	8145.245455	5311.457807	5691.452132	8696.267934	5167.538752
Gene6946	7216.106139	5270.574574	8257.688721	6681.378735	5363.485847	5883.864197	7227.624566	6968.405759
Gene1043	2728.551222	2692.978151	3721.346506	17575.15734	2384.142171	2460.157737	4186.464461	17120.02515
Gene7178	6533.760354	4730.598117	6372.110567	6710.568943	7038.744217	6703.571401	7866.673724	6876.76226
Gene4163	5675.564762	7124.424076	6670.495962	7445.813378	6308.414626	5968.629644	7290.994716	6343.054313
Gene5097	7013.518694	3311.01151	7582.467427	7594.869022	7828.372517	5933.724462	7216.935966	6327.575726
Gene10259	8083.965327	5380.038284	7683.114731	6602.366074	7135.512838	5577.592045	6396.862605	5940.467948
Gene1325	5471.234119	2480.107724	4880.514339	11501.73897	5896.785793	5747.107548	5178.743396	11643.07777
Gene12322	5655.088469	6278.218721	7203.409235	7155.359301	6093.465534	6603.918813	7422.39184	6373.673693
Gene4738	6964.986571	8760.561179	6239.452927	6298.541504	5549.555546	5674.854983	7243.498292	6046.63511
Gene10784	7885.968614	6805.719777	4922.40487	5768.57052	7741.68266	6326.886019	6193.405932	7110.114146
Gene6836	6045.080246	7637.690518	5756.117242	6822.819111	6595.188785	6031.802242	6396.357824	7459.833786
Gene8883	5432.991587	5182.002529	7993.400656	7517.915489	7583.175417	4510.952612	6185.7399	8324.619284
Gene9530	5921.242544	7087.371872	5769.555011	7084.618897	6956.456696	5911.023227	7574.430838	6401.806019
Gene3347	6161.938105	7487.765525	6005.121899	7270.176826	7041.121032	6647.475373	6078.399259	5996.324705
Gene4465	8069.347011	4164.836743	7277.531162	5723.423088	6538.733105	6775.123707	6205.378915	7916.199197
Gene5597	7932.927536	4657.849585	6512.038424	7410.027288	8350.962645	4777.624272	7706.222777	5320.392348
Gene5362	6192.353833	5411.569726	6922.907322	7603.760988	4787.790153	7106.772014	6643.267374	7997.669546
Gene95	4108.82212	6073.403951	7834.592445	8974.213355	3984.283068	6581.805943	6703.69369	8401.111773
Gene8785	8905.587126	6019.851078	6558.981108	6265.823476	7186.678518	6482.791995	5490.996952	5749.97233
Gene6931	6861.35456	6068.874053	8228.347166	4772.154	5889.891096	8015.56904	7570.888404	5249.391758
Gene2053	5162.990088	5966.396498	8388.103589	7368.284686	5422.150057	5950.369423	7697.638578	6696.346571
Gene4161	6519.135238	8587.289989	7796.134008	4155.490104	5875.099497	7032.363789	7306.248353	5376.984482
Gene4896	6996.180948	5152.675224	6198.851703	6723.718061	7054.758858	6991.099769	6534.448792	6995.591837
Gene12575	5620.721379	7225.719203	6778.467503	3678.162404	7041.487706	9642.003102	5997.870486	6662.080386
Gene7834	8805.919885	3723.555017	5676.627053	7028.625705	8294.483726	7613.137011	5390.744099	6090.278761
Gene1853	4965.946422	4218.397663	5867.615728	11540.48311	4822.994891	4440.025098	6809.500007	9949.703332
Gene2443	9934.415332	5137.353917	4719.045981	5416.476614	9950.236666	6739.505156	5890.696567	4818.043059
Gene4071	5932.172035	6398.873059	6920.814634	8759.421156	7217.075092	3396.317901	5738.341402	8226.274861
Gene3839	5602.975729	6379.433132	6574.51802	7498.345745	6619.591217	6943.965284	5784.933126	7184.04708
Gene1418	4759.774221	5937.663643	6486.384937	8330.355773	6147.522076	6053.25238	6735.658228	8133.971543
Gene3650	5515.627281	8598.955682	6121.712395	4722.007581	7395.360512	8496.289481	5834.063499	5877.229133
Gene604	3439.745861	8167.082746	9792.107334	5428.315584	2382.973393	10048.44218	7363.231169	5935.484534
Gene150	3804.364523	7197.265104	7413.989428	8071.156091	4075.425759	7222.164187	6635.955968	8100.428745
Gene12012	7126.443641	7035.478511	6019.732698	5849.219054	7760.639841	6693.575851	6285.073796	5744.246649
Gene7308	8045.671635	4807.189498	6071.788811	6719.721982	5855.437474	7689.422021	5174.805968	8136.455876
Gene10032	6031.181563	6947.490149	8161.782873	6602.596456	6020.087274	5499.3766	6682.579744	6551.125972
Gene11320	7459.377183	5552.945473	7235.418937	5974.33431	6976.703285	6524.969825	6578.01317	6190.637937
Gene10010	8218.629283	6782.093355	5016.225393	4740.376352	8879.102608	9578.122173	4997.526315	4278.883399
Gene9185	5987.419529	7279.911488	6094.068164	5980.589387	6569.892777	7069.645648	6478.756173	7023.740064
Gene6118	6923.390386	7449.10313	7030.758563	5781.0224	7340.121012	6244.703939	6321.353716	5382.453282
Gene11756	5446.394913	6094.9476	6683.59671	6984.744519	6173.643068	6939.318366	6697.344688	7447.26105
Gene5203	6074.005737	6898.224829	6583.756493	6778.023184	6552.779854	6654.051963	6281.87011	6639.836585
Gene1304	4274.942492	3623.501588	5518.974999	11933.71433	3949.539684	4537.1705	5535.284843	13082.85582
Gene151	5058.264523	6781.913535	7989.375526	5964.649239	4296.019111	7578.770368	7740.104205	7043.372708
Gene2272	4221.992348	4273.700039	9039.173459	8871.422523	4415.129598	6024.01333	8083.099864	7516.84542
Gene12563	7063.474399	6703.695027	6800.905623	7520.290487	5605.393038	6229.632073	5381.628914	7139.155171
Gene10491	6271.560634	6846.66263	6187.2302	6517.413153	6087.640007	8324.886321	5780.599308	6425.586156
Gene11925	7470.033047	8245.507033	6771.313716	5327.388924	7710.157304	5898.397673	5334.832197	5676.832902
Gene4072	5769.695606	6310.486157	6080.972089	7497.356286	7240.550648	6748.94301	5680.940947	7093.104153
Gene7793	8194.233688	5769.790249	4462.938343	5506.523807	8154.279884	8961.242339	6201.703879	5171.076958
Gene1156	5712.428065	5257.217934	6036.346456	9414.476597	5569.895351	6049.861092	5755.37984	8617.496603
Gene9022	5960.866341	5537.213308	6611.549321	6176.468652	7568.389669	7532.767909	6380.07548	6635.783003
Gene3613	5059.706244	6001.237007	7878.779337	6815.985686	6730.464251	5176.336902	7051.034323	7672.17795
Gene12150	6931.622305	7355.394826	5991.808321	6452.143317	6647.140641	6536.535437	6313.127398	6143.099496
Gene5145	7050.658235	7532.085255	5549.675734	8463.736759	4377.974302	7315.916974	6453.587186	5597.076764
Gene6005	6591.154268	10151.21652	5630.101091	5806.315751	5694.407967	6892.135522	6159.047529	5414.272501
Gene502	7474.443881	8352.03351	6281.543437	3884.747519	6639.432688	9691.731453	6223.034926	3787.644558
Gene1004	5846.882175	5375.823818	7891.62714	7791.326791	5256.835491	5181.542198	6597.056405	8392.998443
Gene1828	2587.544804	3014.830213	8919.626815	9333.261231	3156.936504	3184.329386	7785.496832	14343.60201
Gene8018	6346.672537	6075.60355	5062.214276	6599.720492	6528.805405	9291.320303	6597.985374	5806.003296
Gene1347	5516.772603	4770.939807	5745.239849	8622.901718	7001.674264	4643.819137	7102.293084	8855.185879
Gene11133	6572.393432	7267.428849	6711.387726	6975.051527	6383.853209	5054.827918	6343.233804	6950.105673
Gene935	6653.72151	5173.582614	6686.103789	8045.754176	6582.662175	5117.65283	6527.243511	7466.03663
Gene13047	5457.51843	6965.408199	7386.43698	7482.111884	5797.107494	6018.843098	6317.142318	6825.265953
