	Gene	X0h.a	X0h.b	X2h.a	X2h.b	X8h.a	X8h.b	X16h.a	X16h.b
8145	Gene8145	6774.865068	6860.403215	4635.482121	6047.41513	6664.053737	8603.052496	7090.889252	7635.821569
12807	Gene12807	5825.999078	6836.280306	7431.842271	7122.148898	7122.109163	7398.99007	6739.837119	5828.56349
10433	Gene10433	9110.630203	6483.088547	5870.5821	6447.691372	9123.193873	6481.758079	4903.43174	5880.328484
7287	Gene7287	7607.993288	7605.795066	5736.161739	8964.95832	6333.871356	6356.969874	5483.796503	6208.913582
13480	Gene13480	7331.533519	6067.753894	7404.659572	6716.366021	6198.900292	6709.293382	6801.898653	7050.083255
9159	Gene9159	6751.63253	6616.644358	8028.679894	7442.21939	6590.794823	6191.336135	6705.137021	5945.486304
10926	Gene10926	4803.906762	6978.303282	6298.6735	3924.856927	8089.833959	9354.878905	6344.840831	8470.996471
11946	Gene11946	6898.455652	6392.011235	8028.974915	7313.394193	6092.796107	7144.493291	6342.197622	6051.891404
6566	Gene6566	7392.924226	8454.796056	6307.844254	5343.829185	5975.186605	7299.530196	6825.879948	6650.921078
4621	Gene4621	6873.794786	7267.510454	5297.171373	6445.318585	5680.450021	7985.578224	7659.34023	7033.320115
5398	Gene5398	5930.003793	5885.659343	6197.970582	4651.691731	7279.776903	6230.668464	9659.457417	8403.782152
7388	Gene7388	5209.95215	6077.923247	5603.995952	5252.894074	8296.095102	7819.571697	7982.866498	7993.076215
4484	Gene4484	6968.701394	7813.205295	6695.599126	6739.147586	6390.255472	7247.088532	6430.575487	5948.95608
4035	Gene4035	5009.996006	4502.366714	6424.448429	7046.835433	7960.958357	6290.256161	8954.333916	8028.964683
7782	Gene7782	8015.98778	7533.823915	3314.087449	6704.50995	5223.507663	7908.289033	8034.602032	7469.414484
8083	Gene8083	6310.696733	5621.709529	4496.660797	6441.895971	8842.853732	7604.721282	8035.949675	6838.849262
6771	Gene6771	6404.372361	6766.300907	8523.251603	6779.992548	6718.512258	6831.918325	5788.75191	6379.969929
6341	Gene6341	7319.390612	6820.422634	4904.760871	5177.819473	8675.564337	6760.932255	7052.009505	7475.162471
11504	Gene11504	6234.893061	5522.615055	6238.992656	7133.751379	6632.479442	5779.909347	8829.311281	7812.832858
3078	Gene3078	8185.570281	8554.51832	8329.474198	8597.716507	5148.602336	5748.850575	4714.033844	4891.457891
10500	Gene10500	6048.633958	5068.646631	6474.323007	6515.221213	7010.654478	7140.860708	7682.875478	8220.246653
12448	Gene12448	6748.376693	8421.439827	8169.690676	6919.725501	6600.362418	6653.235148	5467.330727	5176.141574
4989	Gene4989	7710.785878	6519.849896	4917.018786	6010.083459	5972.875088	6086.204028	9217.858447	7666.308616
15	Gene15	5012.513189	4810.783046	6324.024832	6876.602811	6826.198811	7772.307612	7876.592577	8597.631374
4602	Gene4602	8072.62069	8322.998601	8547.156724	6827.535418	6330.015198	6945.338055	3794.061314	5252.551413
4882	Gene4882	6108.687613	4978.79263	9948.375039	7779.460484	6433.711728	6451.297752	6230.647991	6142.135583
7803	Gene7803	5949.233699	4677.015697	4009.027482	5186.816058	9413.132915	7300.999603	7575.649659	9960.616164
4926	Gene4926	6847.161803	6762.553789	4776.515768	6806.979309	6913.742764	7385.689501	7022.383844	7547.991303
3777	Gene3777	7555.900906	7228.220772	5336.475522	6835.684307	6210.042111	5566.284063	8295.414421	7019.775849
11048	Gene11048	6011.258802	5988.748257	7043.855411	5173.15595	7309.579625	6442.957023	7260.922201	8816.086848
6985	Gene6985	7566.780467	7404.301443	5979.091833	6804.41594	6524.798325	6106.214143	7132.756552	6527.917493
4312	Gene4312	6237.095113	6488.458352	7355.550383	7368.046366	6414.972812	7655.125691	6227.348702	6280.070935
10112	Gene10112	6350.141022	5752.072769	7588.935322	8202.787673	6584.504112	6067.422758	7009.490866	6464.277524
5262	Gene5262	6002.240554	5996.557638	7427.047994	6701.168839	7577.31292	6702.596369	7016.174729	6581.081468
11395	Gene11395	6799.310195	6391.852112	4899.486094	7748.420633	7396.330174	6821.367343	6408.824401	7537.727652
1554	Gene1554	2891.496853	3158.397635	2768.222232	5173.334189	8103.775936	7533.831399	11632.55859	12735.48873
4095	Gene4095	7836.593473	7586.807305	6449.904312	7306.080262	6630.876981	7098.073012	5442.379669	5627.636651
2742	Gene2742	9430.120699	9286.596691	6586.798261	9010.957915	6150.613301	5646.696238	3745.015823	4117.599476
5077	Gene5077	6373.385077	6364.692907	6989.927983	5117.702388	7706.577378	7844.2475	6956.667643	6615.059694
5185	Gene5185	7115.90098	6979.185438	8488.429857	7051.677674	4369.869253	5876.162872	6890.541507	7190.230149
2131	Gene2131	5238.537949	5655.125027	7834.391768	6474.447709	8225.410472	8134.13845	6401.77326	5996.180293
12099	Gene12099	6414.959218	5980.78345	7623.890408	4732.723396	7388.784379	6772.988279	7631.065022	7409.261334
7893	Gene7893	5847.544745	6241.023051	7861.770849	7491.222258	5581.898706	5855.760292	6817.50752	8255.296725
570	Gene570	4142.854091	4637.457322	10198.4629	10622.6242	7832.345874	6025.134013	4847.439485	5643.518682
6760	Gene6760	6566.940748	5641.002783	6224.730745	5967.564638	7378.079543	7546.305188	7821.341691	6799.486464
3558	Gene3558	13137.58894	5697.021152	7985.047749	9640.748706	6474.206399	4929.48497	1931.585768	4141.12785
481	Gene481	6546.614047	7388.477513	10237.49651	8990.737015	5606.341272	5644.519208	4692.007977	4828.136936
22	Gene22	5106.277533	4144.553425	6797.754931	7853.098792	6775.066025	7461.490044	8012.809368	7779.768423
9451	Gene9451	11399.21711	9239.223451	3376.247213	8925.210506	4597.647183	4065.616587	5682.218571	6643.437839
3932	Gene3932	6900.584182	6349.314127	9522.963895	9149.143293	8187.827494	5207.743678	3426.463226	5181.292866
7527	Gene7527	3790.460411	3865.805852	10211.03626	7496.927816	8174.520104	9773.927631	4814.955419	5748.190619
3536	Gene3536	7425.152137	6960.98608	5167.076385	9024.007125	7771.54076	7219.476373	5227.591759	5059.901748
410	Gene410	3468.379184	3109.229479	10272.3022	9205.262925	9731.40807	9045.33667	4276.636523	4733.087578
2525	Gene2525	8608.449375	9801.452863	7638.278986	6861.773341	4262.439797	4903.047997	6202.726632	5556.030414
3297	Gene3297	6254.008136	5975.009596	6856.831752	8712.639159	6535.474006	6703.060301	6083.847711	6677.811625
6364	Gene6364	8298.3145	6075.906584	6759.824737	4628.112797	8502.088963	6974.138054	6615.653324	5935.27195
7009	Gene7009	7055.73049	6712.959857	7232.259485	5467.25798	6675.121506	5001.284391	8672.229898	6942.834013
9342	Gene9342	6847.495031	5881.776399	5687.617852	6617.61152	6802.789929	7993.645279	7600.99639	6325.337708
5553	Gene5553	5638.287231	5630.289676	7838.862475	6809.006879	7802.248901	7078.334285	6627.381375	6330.984901
594	Gene594	8284.409273	4379.697569	12709.80979	11082.88432	5330.581267	4325.929313	3530.121196	4111.47097
5683	Gene5683	5038.243561	5862.289799	6231.853241	6827.51041	6861.286663	8654.366866	7299.67618	6975.549081
8582	Gene8582	7529.696719	7037.556063	5844.828263	6331.781979	7213.251308	6084.859678	7384.69973	6321.705565
2925	Gene2925	7345.929297	7403.58336	8614.345598	7747.296509	6217.490747	6686.735251	4983.64517	4747.125859
12328	Gene12328	6653.517456	6428.324814	5414.516363	11052.11001	5358.346177	6710.286826	7042.74177	5086.032283
8873	Gene8873	7101.810045	6415.79093	4158.374832	4784.01338	9693.732122	6723.375151	7412.785639	7455.096603
6994	Gene6994	6178.615867	6610.351555	8497.314525	7110.436298	7452.696421	6518.90508	5547.671889	5825.037135
5965	Gene5965	4852.901555	4591.432616	7627.817124	6496.355609	9571.660843	7591.294434	6256.987206	6752.246936
2548	Gene2548	9294.81301	9219.977171	5490.943131	6868.370553	6421.899735	6623.918907	5057.64738	4727.21277
366	Gene366	5854.171414	6731.565033	8182.209995	9194.926568	6202.604165	6566.454513	5462.808234	5495.4329
4354	Gene4354	9825.290061	6881.820964	5589.575468	3862.030198	6351.738684	6919.230502	7423.383912	6835.610665
8538	Gene8538	9697.176628	6021.037798	2925.065532	4215.417468	8589.837939	10029.68446	5416.714058	6783.840105
1342	Gene1342	5766.712174	4972.416614	5260.842331	6839.163122	6408.22135	5863.579239	9773.75961	8789.404323
387	Gene387	4281.265813	4537.767673	9703.484892	9751.588536	8074.737812	7074.438846	5104.232361	5145.630525
11997	Gene11997	5357.616605	6257.166934	8195.823753	6237.720605	6386.725204	6309.287175	7123.421845	7793.977128
7923	Gene7923	6462.541849	5762.554799	6213.385947	6234.327068	6756.420357	8113.44398	6615.588704	7498.17997
1572	Gene1572	6347.453017	5650.439592	5593.018401	4467.578058	7872.577564	7973.91973	7614.598914	8111.360761
5751	Gene5751	7073.225998	5552.441924	6389.139541	8357.779079	6844.583545	6342.484768	7267.009389	5796.774902
4205	Gene4205	6447.507727	6312.487121	6041.234593	6446.161593	6693.709004	6522.076137	6932.569413	8221.741249
8905	Gene8905	6867.768507	5516.550839	6848.239152	6675.373332	7507.465157	6852.512467	6141.778548	7201.637624
9626	Gene9626	9633.152156	5266.72559	9917.08538	10495.09614	7342.103934	4409.007015	2282.58813	4237.400261
8473	Gene8473	8096.082974	6276.329824	6491.989715	7906.600602	7130.654448	5432.245987	5239.418985	7007.761642
13454	Gene13454	7358.053419	7491.134743	4387.340406	7521.365042	8289.376386	5989.898888	6418.942561	6114.690836
941	Gene941	3876.362989	3678.70361	3641.639968	5135.746609	8628.552994	6400.710811	10706.60268	11481.25184
5379	Gene5379	7663.772552	5778.472292	4822.309592	6956.289586	7512.294169	7004.317103	5939.870034	7844.374895
616	Gene616	5642.003688	5000.470505	10722.567	13083.49922	6483.199984	4815.969239	3219.968298	4553.352863
4449	Gene4449	6437.855772	5878.710681	5979.945016	5463.404869	7409.069279	7956.704527	7713.923969	6666.443383
5532	Gene5532	8345.184043	5857.723388	8327.755763	6247.398194	7835.919952	7160.714268	5596.764352	4122.052742
7813	Gene7813	5405.168504	5229.466252	6041.762209	8903.715445	8157.232311	5850.73332	5920.138636	7962.0873
4424	Gene4424	6662.418525	5136.521632	9641.708988	4915.734845	9785.597015	7680.307257	4638.653756	4982.225645
9874	Gene9874	6388.507907	5098.722196	6460.584729	5058.239292	6317.026077	7406.447534	8581.596017	8128.69866
10003	Gene10003	7624.670464	6428.918149	6994.262311	7860.515024	6392.495265	5387.418687	6090.586724	6657.409872
11707	Gene11707	5906.137502	5253.963716	5668.658139	4866.551543	6759.207719	9675.510773	6485.812315	8819.497321
3630	Gene3630	8522.176703	7356.963777	7001.745208	6384.579267	6176.405909	5323.267833	6740.322906	5917.756097
11542	Gene11542	6540.440459	6423.849976	7569.31555	6759.195344	8066.891461	5577.551205	5842.397734	6639.231678
11290	Gene11290	7044.933105	6196.589106	4808.931846	3658.632062	7287.948147	8623.471977	8033.163941	7764.02545
1862	Gene1862	4995.872189	4970.376169	4746.063721	5009.886577	6950.317949	7114.850742	10891.95364	8733.507422
13065	Gene13065	7090.336658	5163.98311	4479.098727	6715.601693	5616.782211	5025.230359	11114.99364	8194.147258
967	Gene967	3886.004257	4248.150467	5975.545346	5952.702687	5565.40149	6252.030311	10546.92342	10972.91804
3076	Gene3076	7865.50375	9319.516555	7436.628784	7265.985024	5335.103221	5884.65323	5229.552818	5062.696365
4294	Gene4294	7865.045462	8145.210023	5037.402261	7962.232903	6152.142888	6646.217358	6163.007156	5422.501491
9997	Gene9997	7381.922843	7559.179983	6933.905657	5676.035195	5518.847874	6838.320689	6888.545797	6591.71954
6170	Gene6170	5124.321394	5439.76949	6904.99877	5719.561405	7407.688471	7213.402283	7113.400759	8419.691916
8200	Gene8200	7244.210287	7489.815955	6538.471593	6112.357239	6841.601298	7940.864096	5215.68212	5954.983899
4717	Gene4717	5736.877093	7379.61777	6491.590235	6985.54535	6003.967094	6057.644264	7656.864089	7019.773112
8523	Gene8523	6380.870713	6777.496804	6716.957212	6562.341496	6326.605051	6727.143953	7324.539322	6501.187995
1326	Gene1326	5848.190799	6932.181458	4295.536874	5794.799343	5360.905629	5397.967586	9857.17391	9787.94387
1058	Gene1058	2236.700624	2231.727036	3562.757081	6246.813716	8581.088685	7158.451758	10584.74953	12666.58868
8535	Gene8535	6575.053427	6465.738701	8872.481417	6718.558967	6513.775876	6697.31736	5688.91913	5735.024824
7816	Gene7816	6992.520144	6040.078587	6098.751179	10666.39208	6444.889988	5567.135732	5232.869012	6213.832217
2647	Gene2647	6823.167441	7334.922927	4934.87589	5071.71169	6420.003986	6345.70577	8890.041344	7433.693932
3753	Gene3753	6880.849894	7508.751691	7284.971537	7464.568581	4895.61835	6523.450352	6183.509579	6510.141906
13043	Gene13043	6223.863541	6326.308214	6351.123776	6713.878401	6560.846609	6984.887482	6765.30823	7305.306404
10577	Gene10577	8253.488044	6277.504596	4759.39625	5068.029429	7153.036307	6287.671787	8396.3359	7031.382222
1748	Gene1748	4950.357704	4275.279875	6467.134028	5310.520294	7145.970162	7442.327638	9110.076908	8510.498689
10565	Gene10565	5983.168553	6828.887452	6188.155143	5987.029989	7087.60053	7938.057944	6918.687476	6258.06709
10095	Gene10095	6734.007084	6920.914564	7010.624228	5762.15019	7902.477158	7682.803406	5158.974369	6015.695424
990	Gene990	5925.023662	6287.033071	4870.011446	4418.250911	7795.456955	7980.498592	7773.859882	8118.96905
2402	Gene2402	4176.306105	2114.048769	6854.501628	6812.89498	8831.864489	9123.283094	7585.835177	7665.575063
6800	Gene6800	14383.36075	6177.586872	4975.108726	5136.461072	7508.483955	5599.552069	4139.038519	5164.846423
12783	Gene12783	6114.96657	4861.071515	7687.734027	6768.612639	7948.508511	7284.38284	6587.850387	5819.858627
3612	Gene3612	6959.959005	7567.776116	8576.334961	6705.764347	6182.672944	6949.949041	4641.015104	5478.993933
8741	Gene8741	2154.909968	2221.159771	4989.498965	10250.27431	10698.53586	9315.462112	6224.454557	7176.734295
3656	Gene3656	6954.825035	5327.605479	6145.37437	6246.194506	7581.580394	7258.170431	6548.552758	6963.663397
9392	Gene9392	5476.726066	7304.567769	6091.352713	5333.611923	8867.12085	6622.725964	7005.286858	6322.603308
6054	Gene6054	6670.101436	6597.45171	4863.161644	5240.267665	6345.7459	7648.074759	7449.14524	8179.724055
1344	Gene1344	3882.276685	3532.0755	5517.477771	3807.137802	9035.588674	7938.348621	8693.809843	10572.16782
6212	Gene6212	6766.110884	6301.212419	6133.206088	7117.978016	6627.606834	5787.108854	7065.980041	7160.634102
10002	Gene10002	5929.343537	6169.811953	6836.87832	6105.015699	6490.141853	7517.175879	6476.381118	7431.504654
8221	Gene8221	6119.857137	5804.042506	5837.364915	5558.553543	6654.905265	7317.311945	8123.816159	7527.284861
9511	Gene9511	5048.516708	5346.947062	9349.796022	8198.454986	5764.759564	7213.470849	6439.464862	5579.519539
2871	Gene2871	8665.552956	7595.789043	9466.081799	10455.42875	5200.178851	4615.542665	3327.166294	3609.38139
10607	Gene10607	8324.375559	8281.766182	5346.456218	7226.625756	6392.155923	6056.31988	6137.913311	5166.62141
10096	Gene10096	6882.600961	6720.908585	7397.842803	6247.386603	6624.064123	6720.80479	5941.505023	6395.684648
7448	Gene7448	6125.904789	5792.510959	6416.637561	8182.393613	5312.711827	5488.985758	9220.572462	6380.082275
9457	Gene9457	5353.834872	6877.609648	6859.707797	6455.540343	7375.845031	6102.900179	6513.728839	7377.069865
9872	Gene9872	7399.561584	6819.21958	6837.416567	6796.812627	5627.696121	7090.496662	7150.706765	5181.350346
7372	Gene7372	5670.0537	6085.567385	7293.275564	7330.610048	7583.665129	6042.652464	6774.97577	6104.662416
8401	Gene8401	6339.87313	6249.529283	6511.85822	8352.645344	6066.109149	6632.671551	6372.673084	6359.025479
1517	Gene1517	3944.294776	3533.059172	4559.682603	5016.96392	5963.981413	5350.774409	11002.97777	13507.17578
7871	Gene7871	5780.383267	5311.457807	6202.814248	5691.452132	7874.165838	8696.267934	8145.245455	5167.538752
6946	Gene6946	7216.106139	5363.485847	5270.574574	5883.864197	8257.688721	7227.624566	6681.378735	6968.405759
1043	Gene1043	2728.551222	2384.142171	2692.978151	2460.157737	3721.346506	4186.464461	17575.15734	17120.02515
7178	Gene7178	6533.760354	7038.744217	4730.598117	6703.571401	6372.110567	7866.673724	6710.568943	6876.76226
4163	Gene4163	5675.564762	6308.414626	7124.424076	5968.629644	6670.495962	7290.994716	7445.813378	6343.054313
5097	Gene5097	7013.518694	7828.372517	3311.01151	5933.724462	7582.467427	7216.935966	7594.869022	6327.575726
10259	Gene10259	8083.965327	7135.512838	5380.038284	5577.592045	7683.114731	6396.862605	6602.366074	5940.467948
1325	Gene1325	5471.234119	5896.785793	2480.107724	5747.107548	4880.514339	5178.743396	11501.73897	11643.07777
12322	Gene12322	5655.088469	6093.465534	6278.218721	6603.918813	7203.409235	7422.39184	7155.359301	6373.673693
4738	Gene4738	6964.986571	5549.555546	8760.561179	5674.854983	6239.452927	7243.498292	6298.541504	6046.63511
10784	Gene10784	7885.968614	7741.68266	6805.719777	6326.886019	4922.40487	6193.405932	5768.57052	7110.114146
6836	Gene6836	6045.080246	6595.188785	7637.690518	6031.802242	5756.117242	6396.357824	6822.819111	7459.833786
8883	Gene8883	5432.991587	7583.175417	5182.002529	4510.952612	7993.400656	6185.7399	7517.915489	8324.619284
9530	Gene9530	5921.242544	6956.456696	7087.371872	5911.023227	5769.555011	7574.430838	7084.618897	6401.806019
3347	Gene3347	6161.938105	7041.121032	7487.765525	6647.475373	6005.121899	6078.399259	7270.176826	5996.324705
4465	Gene4465	8069.347011	6538.733105	4164.836743	6775.123707	7277.531162	6205.378915	5723.423088	7916.199197
5597	Gene5597	7932.927536	8350.962645	4657.849585	4777.624272	6512.038424	7706.222777	7410.027288	5320.392348
5362	Gene5362	6192.353833	4787.790153	5411.569726	7106.772014	6922.907322	6643.267374	7603.760988	7997.669546
95	Gene95	4108.82212	3984.283068	6073.403951	6581.805943	7834.592445	6703.69369	8974.213355	8401.111773
8785	Gene8785	8905.587126	7186.678518	6019.851078	6482.791995	6558.981108	5490.996952	6265.823476	5749.97233
6931	Gene6931	6861.35456	5889.891096	6068.874053	8015.56904	8228.347166	7570.888404	4772.154	5249.391758
2053	Gene2053	5162.990088	5422.150057	5966.396498	5950.369423	8388.103589	7697.638578	7368.284686	6696.346571
4161	Gene4161	6519.135238	5875.099497	8587.289989	7032.363789	7796.134008	7306.248353	4155.490104	5376.984482
4896	Gene4896	6996.180948	7054.758858	5152.675224	6991.099769	6198.851703	6534.448792	6723.718061	6995.591837
12575	Gene12575	5620.721379	7041.487706	7225.719203	9642.003102	6778.467503	5997.870486	3678.162404	6662.080386
7834	Gene7834	8805.919885	8294.483726	3723.555017	7613.137011	5676.627053	5390.744099	7028.625705	6090.278761
1853	Gene1853	4965.946422	4822.994891	4218.397663	4440.025098	5867.615728	6809.500007	11540.48311	9949.703332
2443	Gene2443	9934.415332	9950.236666	5137.353917	6739.505156	4719.045981	5890.696567	5416.476614	4818.043059
4071	Gene4071	5932.172035	7217.075092	6398.873059	3396.317901	6920.814634	5738.341402	8759.421156	8226.274861
3839	Gene3839	5602.975729	6619.591217	6379.433132	6943.965284	6574.51802	5784.933126	7498.345745	7184.04708
1418	Gene1418	4759.774221	6147.522076	5937.663643	6053.25238	6486.384937	6735.658228	8330.355773	8133.971543
3650	Gene3650	5515.627281	7395.360512	8598.955682	8496.289481	6121.712395	5834.063499	4722.007581	5877.229133
604	Gene604	3439.745861	2382.973393	8167.082746	10048.44218	9792.107334	7363.231169	5428.315584	5935.484534
150	Gene150	3804.364523	4075.425759	7197.265104	7222.164187	7413.989428	6635.955968	8071.156091	8100.428745
12012	Gene12012	7126.443641	7760.639841	7035.478511	6693.575851	6019.732698	6285.073796	5849.219054	5744.246649
7308	Gene7308	8045.671635	5855.437474	4807.189498	7689.422021	6071.788811	5174.805968	6719.721982	8136.455876
10032	Gene10032	6031.181563	6020.087274	6947.490149	5499.3766	8161.782873	6682.579744	6602.596456	6551.125972
11320	Gene11320	7459.377183	6976.703285	5552.945473	6524.969825	7235.418937	6578.01317	5974.33431	6190.637937
10010	Gene10010	8218.629283	8879.102608	6782.093355	9578.122173	5016.225393	4997.526315	4740.376352	4278.883399
9185	Gene9185	5987.419529	6569.892777	7279.911488	7069.645648	6094.068164	6478.756173	5980.589387	7023.740064
6118	Gene6118	6923.390386	7340.121012	7449.10313	6244.703939	7030.758563	6321.353716	5781.0224	5382.453282
11756	Gene11756	5446.394913	6173.643068	6094.9476	6939.318366	6683.59671	6697.344688	6984.744519	7447.26105
5203	Gene5203	6074.005737	6552.779854	6898.224829	6654.051963	6583.756493	6281.87011	6778.023184	6639.836585
1304	Gene1304	4274.942492	3949.539684	3623.501588	4537.1705	5518.974999	5535.284843	11933.71433	13082.85582
151	Gene151	5058.264523	4296.019111	6781.913535	7578.770368	7989.375526	7740.104205	5964.649239	7043.372708
2272	Gene2272	4221.992348	4415.129598	4273.700039	6024.01333	9039.173459	8083.099864	8871.422523	7516.84542
12563	Gene12563	7063.474399	5605.393038	6703.695027	6229.632073	6800.905623	5381.628914	7520.290487	7139.155171
10491	Gene10491	6271.560634	6087.640007	6846.66263	8324.886321	6187.2302	5780.599308	6517.413153	6425.586156
11925	Gene11925	7470.033047	7710.157304	8245.507033	5898.397673	6771.313716	5334.832197	5327.388924	5676.832902
4072	Gene4072	5769.695606	7240.550648	6310.486157	6748.94301	6080.972089	5680.940947	7497.356286	7093.104153
7793	Gene7793	8194.233688	8154.279884	5769.790249	8961.242339	4462.938343	6201.703879	5506.523807	5171.076958
1156	Gene1156	5712.428065	5569.895351	5257.217934	6049.861092	6036.346456	5755.37984	9414.476597	8617.496603
9022	Gene9022	5960.866341	7568.389669	5537.213308	7532.767909	6611.549321	6380.07548	6176.468652	6635.783003
3613	Gene3613	5059.706244	6730.464251	6001.237007	5176.336902	7878.779337	7051.034323	6815.985686	7672.17795
12150	Gene12150	6931.622305	6647.140641	7355.394826	6536.535437	5991.808321	6313.127398	6452.143317	6143.099496
5145	Gene5145	7050.658235	4377.974302	7532.085255	7315.916974	5549.675734	6453.587186	8463.736759	5597.076764
6005	Gene6005	6591.154268	5694.407967	10151.21652	6892.135522	5630.101091	6159.047529	5806.315751	5414.272501
502	Gene502	7474.443881	6639.432688	8352.03351	9691.731453	6281.543437	6223.034926	3884.747519	3787.644558
1004	Gene1004	5846.882175	5256.835491	5375.823818	5181.542198	7891.62714	6597.056405	7791.326791	8392.998443
1828	Gene1828	2587.544804	3156.936504	3014.830213	3184.329386	8919.626815	7785.496832	9333.261231	14343.60201
8018	Gene8018	6346.672537	6528.805405	6075.60355	9291.320303	5062.214276	6597.985374	6599.720492	5806.003296
1347	Gene1347	5516.772603	7001.674264	4770.939807	4643.819137	5745.239849	7102.293084	8622.901718	8855.185879
11133	Gene11133	6572.393432	6383.853209	7267.428849	5054.827918	6711.387726	6343.233804	6975.051527	6950.105673
935	Gene935	6653.72151	6582.662175	5173.582614	5117.65283	6686.103789	6527.243511	8045.754176	7466.03663
13047	Gene13047	5457.51843	5797.107494	6965.408199	6018.843098	7386.43698	6317.142318	7482.111884	6825.265953
4599	Gene4599	5889.14415	6783.056734	6035.055685	6043.370859	6699.49972	6550.035963	7891.239395	6354.352769
11129	Gene11129	5992.754842	6025.481504	5700.645196	6316.211469	5982.896351	5926.36185	7932.994821	8367.117633
6530	Gene6530	7893.03067	7431.880486	6519.33916	9280.040344	5802.505538	5131.359971	4577.031521	5602.828969
7686	Gene7686	6215.430434	6749.333319	7709.047603	7015.902645	6415.018585	6358.667136	6115.21154	5645.347089
12881	Gene12881	6886.801366	7186.085577	4032.944631	7549.631501	5790.582762	4522.63441	7204.883121	9048.776347
5347	Gene5347	7727.198573	6130.524859	8315.181279	6602.63407	7014.820155	6399.567489	4391.399668	5639.896537
1675	Gene1675	5060.931319	5281.489525	4142.05666	2899.427388	7117.496727	5908.471599	10574.09354	11219.44011
12114	Gene12114	8108.392373	5267.786474	10034.70566	7418.022877	6235.141809	7089.85682	3680.841783	4359.774283
12607	Gene12607	6142.81828	5770.471703	7820.938966	8176.002882	6571.264536	6386.65028	5876.564564	5434.243745
9182	Gene9182	7115.207322	7154.003111	7631.152125	10700.89697	5925.450837	6816.687695	3476.158366	3345.703949
12003	Gene12003	6377.424792	6253.49735	6080.965132	5639.178621	7037.854199	7804.191618	6782.951916	6183.722365
3093	Gene3093	7122.034017	7382.171073	8267.106773	7259.400805	5808.725999	6478.729342	4469.318452	5368.248447
5412	Gene5412	7075.899786	6394.202475	5520.726808	5494.785481	5974.540994	6132.157845	8021.852187	7526.640339
272	Gene272	4904.52836	4946.867189	8568.409468	7959.863955	8785.855939	6858.628546	4849.095076	5251.969174
439	Gene439	5464.042028	5570.064041	8355.991824	8322.987184	7374.368864	6263.633665	5769.76832	4972.636343
11794	Gene11794	5814.521888	6503.45418	6740.335011	6256.886705	6167.498412	6307.785405	7617.348339	6636.397008
1603	Gene1603	5651.245979	4474.016415	4729.963334	5436.875891	6627.880753	6735.136792	8993.196121	9389.496026
6014	Gene6014	6807.808835	8565.299298	6842.341699	6056.950231	6319.697101	7391.815238	5464.051994	4579.158287
7772	Gene7772	7202.520838	6383.53098	7163.177346	6372.510758	6048.296924	7078.809255	5079.352948	6689.004691
5151	Gene5151	5856.859359	5392.361192	6013.872459	6418.594943	6812.683096	6661.423015	6870.904394	7976.30115
11355	Gene11355	8480.610635	6858.004202	4593.447075	7904.423392	4797.217704	5876.865676	6820.981048	6667.506304
4453	Gene4453	6025.958724	5926.666195	4922.343399	8106.436308	7378.210903	6014.44714	6287.67514	7291.512433
13426	Gene13426	6820.069054	6429.313469	2524.303016	8845.080178	6042.322173	6082.410793	6757.307422	8450.459767
11176	Gene11176	6825.212901	7564.292723	7401.046539	5915.069882	7280.12055	6213.595647	5388.171411	5362.673058
6078	Gene6078	4960.488812	5832.61278	7165.774507	5634.479376	6644.68462	7386.151286	7353.811206	6966.106977
11066	Gene11066	5584.045616	4683.243968	6618.948482	5927.435135	7563.380967	7091.21178	6639.724206	7828.934835
10428	Gene10428	7570.672857	7784.656459	6719.38292	7306.407365	5822.973209	5489.914655	5411.679556	5825.499225
7695	Gene7695	7435.444317	7998.816137	5090.643157	5391.216373	4997.210683	7673.014785	7812.064004	5484.852318
3320	Gene3320	7427.146294	6409.962838	5691.615306	6427.5339	7119.974297	6386.27474	6008.405856	6409.148137
8677	Gene8677	6640.59669	4743.086616	12218.67133	8113.10645	6189.114557	6749.77555	4053.552517	3167.598867
7747	Gene7747	5849.29152	7104.269783	4458.981489	5678.977856	6954.593875	5724.826097	7086.908672	9015.701695
12377	Gene12377	6157.562031	6651.022194	5040.019774	5979.575558	6642.912337	6984.154273	7066.076303	7346.249274
3724	Gene3724	7207.426965	8473.940887	6863.693988	5685.372356	5371.608794	5617.403429	6751.300715	5882.634066
12396	Gene12396	5515.015489	6554.696284	4682.051024	6200.662237	7003.293695	6518.64142	8229.719869	7139.971785
12801	Gene12801	5876.272171	6067.192319	6641.852313	6843.208902	6907.865921	6710.973844	6228.107131	6534.896975
9799	Gene9799	6097.918481	5825.555699	6619.640628	5235.580508	7876.41876	7754.787746	6526.449842	5872.644825
4212	Gene4212	5740.056274	6028.140588	6050.794233	5841.957078	6537.627829	6664.491222	7185.811851	7746.348019
5562	Gene5562	7958.886291	7787.395704	4709.387961	7388.398837	5683.510111	5344.971715	6592.341636	6321.946395
11367	Gene11367	5656.393094	5534.1021	5064.732195	7741.001164	6842.484441	6231.867984	6976.506318	7706.178412
10121	Gene10121	7540.217816	6849.848481	4181.092694	6166.082727	6439.89219	6843.265633	7185.132056	6518.703671
7053	Gene7053	7072.36725	6134.963375	6317.311751	6136.867281	6590.712769	7310.597645	5456.285276	6695.834733
