GENE	ANOVA P
Gene6967	0.039396748
Gene6968	0.080573037
Gene6971	0.037186725
Gene6976	0.032611449
Gene6977	0.01335312
Gene6978	0.096714243
Gene6979	8.67934058
Gene6980	0.052031261
Gene6981	0.007347327
Gene6982	0.029664411
Gene6984	0.04155233
Gene6986	0.070517111
Gene6989	0.08858471
Gene6990	0.05028256
Gene6993	0.037733906
Gene6994	0.099126334
Gene6995	0.02624877
Gene6996	0.014745266
Gene6998	0.089694147
Gene7000	0.074995026
Gene7001	0.073565558
Gene7003	0.054904654
Gene7006	0.023828668
Gene7007	0.084599546
Gene7014	0.070594793
Gene7018	0.020858127
Gene7020	0.038892749
Gene7023	0.096636026
Gene7024	0.008680615
Gene7026	0.025339496
Gene7028	0.038249388
Gene7029	0.041516655
Gene7034	0.038087516
Gene7035	0.025415683
Gene7036	0.088661395
Gene7037	0.08352978
Gene7038	0.011261705
Gene7040	0.040120786
Gene7041	0.003058817
Gene7043	0.007518895
Gene7045	0.021123348
Gene7046	0.009783602
Gene7048	0.004232939
Gene7049	0.064311185
Gene7054	0.057377475
Gene7055	0.076793736
Gene7056	0.028823836
Gene7057	0.016292468
Gene7058	0.000698386
Gene7059	0.083914732
Gene7061	0.010903485
Gene7063	0.076366003
Gene7064	0.042481155
Gene7065	0.025448355
Gene7068	0.032038959
Gene7069	0.001676272
Gene7071	0.031007442
Gene7074	0.012384332
Gene7077	0.076584895
Gene7079	0.025512045
Gene7082	0.033745635
Gene7084	0.075950241
Gene7085	0.019247788
Gene7086	0.009317444
Gene7088	0.005494346
Gene7089	0.013716117
Gene7093	0.051333476
Gene7095	0.081378825
Gene7096	0.066249132
Gene7097	0.002291417
Gene7099	0.098885757
Gene7100	0.031029605
Gene7101	0.06745653
Gene7102	0.075824234
Gene7104	0.026713014
Gene7105	0.012223893
Gene7107	0.039881979
Gene7109	0.02134662
Gene7113	0.030210826
Gene7114	0.053624386
Gene7117	0.074361458
Gene7120	0.07192871
Gene7121	0.032929271
Gene7122	0.026607296
Gene7124	0.058237534
Gene7125	0.041868259
Gene7126	0.01362794
Gene7127	0.025898685
Gene7129	0.028577043
Gene7130	0.063825709
Gene7131	0.069939528
Gene7132	0.035879805
Gene7133	0.01749829
Gene7135	0.034935691
Gene7136	0.006722537
Gene7139	0.083095833
Gene7143	0.001277938
Gene7144	0.038975322
Gene7150	0.026206893
Gene7153	0.004497457
Gene7155	0.011403097
Gene7157	0.043147801
Gene7166	0.040571608
Gene7167	0.024410553
Gene7168	0.010862195
Gene7175	0.067373551
Gene7181	0.065445067
Gene7185	0.034420888
Gene7186	0.068387862
Gene7188	0.036363597
Gene7189	0.037710136
Gene7191	0.036856368
Gene7194	0.094472966
Gene7202	0.004785585
Gene7204	0.001865805
Gene7205	0.001851476
Gene7208	0.052486952
Gene7209	0.002909654
Gene7215	0.006367885
Gene7216	0.00664128
Gene7217	0.040689171
Gene7220	0.057473852
Gene7221	0.083478037
Gene7222	0.000832029
Gene7223	0.04823747
Gene7225	0.001799419
Gene7226	0.003873333
Gene7227	0.012926817
Gene7228	0.059967128
Gene7229	0.039427111
Gene7232	0.026643948
Gene7237	0.030763873
Gene7241	0.026221519
Gene7243	0.062856163
Gene7244	0.066162392
Gene7245	0.021971466
Gene7247	0.097346588
Gene7250	0.094952322
Gene7255	0.027493083
Gene7257	0.026531745
Gene7258	0.007189879
Gene7262	0.017261157
Gene7267	0.004184334
Gene7289	0.010968256
Gene7291	0.00153326
Gene7293	0.010951005
Gene7304	0.031393884
Gene7313	0.093363958
Gene7314	0.034527297
Gene7317	0.069048723
Gene7319	0.024946085
Gene7329	0.091923173
Gene7333	0.026892678
Gene7334	0.084107479
Gene7339	0.071082333
Gene7340	0.098797899
Gene7341	0.095462596
Gene7351	0.062722226
Gene7356	0.039586619
Gene7357	0.075106094
Gene7359	0.039892139
Gene7361	0.065114722
Gene7364	0.030582147
Gene7373	0.004335149
Gene7387	0.025316414
Gene7388	0.003352142
Gene7389	0.024870474
Gene7390	0.054768332
Gene7392	0.080410717
Gene7398	0.085242706
Gene7399	0.041868143
Gene7400	0.084026346
Gene7401	0.008626878
Gene7402	0.040706412
Gene7403	0.003958387
Gene7405	0.000710451
Gene7406	0.004986048
Gene7407	0.038284977
Gene7408	0.025294238
Gene7409	0.027729981
Gene7410	0.004837241
Gene7411	0.064749398
Gene7413	0.04139071
Gene7418	0.066511442
Gene7420	0.013413752
Gene7421	0.062278066
Gene7425	0.044033938
Gene7426	0.044695382
Gene7427	0.061636387
Gene7428	0.07344955
Gene7429	0.02805592
Gene7430	0.059773875
Gene7432	0.048503772
Gene7433	0.097031301
Gene7434	0.040739559
Gene7439	0.071004204
Gene7441	0.021944403
Gene7445	0.042334275
Gene7447	0.056523732
Gene7452	0.066922291
Gene7453	0.081622659
Gene7455	0.048006233
Gene7462	0.04597009
Gene7463	0.033022672
Gene7464	0.039385969
Gene7465	0.017308299
Gene7466	0.038738969
Gene7467	0.090985627
Gene7468	0.040892874
Gene7470	0.035690177
Gene7471	0.001051043
Gene7472	0.06341134
Gene7477	0.043896013
Gene7478	0.003229189
Gene7479	0.048476782
Gene7490	0.016991417
Gene7493	0.063132733
Gene7508	0.013435058
Gene7510	0.018281685
Gene7517	0.090149346
Gene7521	0.016711053
Gene7522	0.035567941
Gene7523	0.04565152
Gene7524	0.048305318
Gene7525	0.026556501
Gene7526	0.025266469
Gene7527	0.025032011
Gene7528	1.846698054
Gene7529	0.0098936
Gene7530	0.021959925
Gene7539	0.001155542
Gene7540	0.053228412
Gene7541	0.031008523
Gene7542	0.007277845
Gene7544	0.078275712
Gene7546	0.04096202
Gene7548	0.031833928
Gene7549	0.059630181
Gene7550	0.031945767
Gene7551	0.024470573
Gene7553	0.029953433
Gene7563	0.030673579
Gene7571	0.011335055
Gene7573	0.02358428
Gene7576	0.080432882
Gene7577	0.074351392
Gene7579	0.0034709
Gene7580	0.012361437
Gene7583	0.091143063
Gene7587	0.067167351
Gene7588	0.037782
Gene7592	0.006475815
Gene7595	0.048465484
Gene7598	0.076597374
Gene7599	0.037755421
Gene7601	0.017045255
Gene7602	0.004344261
Gene7603	0.015558433
Gene7606	0.033608929
Gene7609	0.025621126
Gene7610	0.092092808
Gene7616	0.06705005
Gene7618	0.02916891
Gene7625	0.062063415
Gene7631	0.002499638
Gene7632	0.011167617
Gene7635	0.020662866
Gene7636	0.054857135
Gene7640	0.089409828
Gene7641	0.005666246
Gene7642	0.017581648
Gene7646	5.752861519
Gene7647	0.000581203
Gene7648	0.035741884
Gene7651	0.042474951
Gene7652	0.003867037
Gene7653	0.005347485
Gene7657	0.095845168
Gene7658	0.064389571
Gene7659	0.000345098
Gene7661	0.052666889
Gene7662	0.069923052
Gene7663	0.023107676
Gene7664	0.051706069
Gene7665	0.067600426
Gene7666	0.012020503
Gene7670	0.084038759
Gene7671	0.025354224
Gene7674	0.095895824
Gene7678	0.076166668
Gene7683	0.02006201
Gene7686	0.055030818
Gene7689	0.029940986
Gene7690	0.007276241
Gene7691	0.039388368
Gene7692	0.036157256
Gene7693	0.077421485
Gene7694	0.022866354
Gene7700	0.059457794
Gene7701	0.088498309
Gene7704	0.050662804
Gene7706	0.007138784
Gene7707	0.003100662
Gene7710	0.009415249
Gene7721	0.056104309
Gene7723	0.072668768
Gene7724	0.048160427
Gene7727	0.038527505
Gene7728	0.030251636
Gene7730	0.085604127
Gene7732	0.008237219
Gene7733	0.000335095
Gene7735	0.055091695
Gene7737	0.01030285
Gene7738	0.065658731
Gene7742	0.065202989
Gene7744	0.06244089
Gene7746	0.022876669
Gene7749	0.003468056
Gene7750	0.00150916
Gene7751	0.025728828
Gene7753	0.052941825
Gene7756	0.017848818
Gene7758	0.080083762
Gene7759	0.00412056
Gene7760	0.004584479
Gene7762	0.061919638
Gene7764	0.076425448
Gene7767	0.010420439
Gene7770	0.051331805
Gene7771	0.061379725
Gene7773	0.039651698
Gene7775	0.028861492
Gene7778	0.01036137
Gene7780	0.00779647
Gene7784	0.040843502
Gene7785	0.094675144
Gene7786	0.067583491
Gene7787	0.00536477
Gene7789	0.002255709
Gene7790	0.012498082
Gene7794	0.039658812
Gene7799	0.09115009
Gene7800	0.073288365
Gene7801	0.032561984
Gene7802	0.001056607
Gene7803	0.06837757
Gene7804	0.026368153
Gene7805	0.02482466
Gene7806	0.078156307
Gene7807	0.042991243
Gene7810	0.094384692
Gene7819	0.049646855
Gene7823	0.041209757
Gene7826	0.039712403
Gene7827	0.084656721
Gene7828	0.003828788
Gene7830	0.000935951
Gene7831	0.063607088
Gene7835	0.08447404
Gene7837	0.025639491
Gene7846	0.010866403
Gene7848	0.004218135
Gene7849	0.048056638
Gene7850	0.035181409
Gene7859	0.022620348
Gene7863	0.041036198
Gene7866	0.051162082
Gene7868	0.038169153
Gene7872	0.02341666
Gene7883	0.084514576
Gene7886	0.04725077
Gene7893	0.049408912
Gene7894	0.055214787
Gene7895	0.012517738
Gene7896	0.007161223
Gene7899	0.021720776
Gene7901	0.006257009
Gene7902	0.001343769
Gene7903	0.000809884
Gene7906	0.008627052
Gene7907	0.017467075
Gene7908	0.022986114
Gene7910	0.013492066
Gene7911	0.032673682
Gene7912	0.070476157
Gene7915	0.002081527
Gene7919	0.056113678
Gene7920	0.029883444
Gene7925	0.060673862
Gene7926	0.024289473
Gene7927	0.074270713
Gene7928	0.030074454
Gene7936	0.068989267
Gene7939	0.017753688
Gene7940	0.085151069
Gene7943	0.093888529
Gene7944	0.029623815
Gene7945	0.033132195
Gene7955	0.01960624
Gene7957	0.004456435
Gene7958	0.031049758
Gene7959	0.033773923
Gene7960	0.040238453
Gene7961	0.067602029
Gene7964	0.029593722
Gene7966	0.003151501
Gene7967	0.050966892
Gene7968	0.010356063
Gene7971	0.035877493
Gene7977	0.061962057
Gene7978	0.021304377
Gene7979	0.058021847
Gene7980	0.082636389
Gene7981	0.053518066
Gene7984	0.017115415
Gene7985	0.005535087
Gene7991	0.004563979
Gene7993	0.020324357
Gene7994	0.013922697
Gene7998	0.078860743
Gene7999	0.024621586
Gene8001	0.059596878
Gene8002	0.088292826
Gene8004	0.025749926
Gene8006	0.024072706
Gene8007	0.030655761
Gene8008	0.023604102
Gene8009	0.09278845
Gene8014	0.08217981
Gene8015	0.025805182
Gene8021	0.058680532
Gene8024	0.074213227
Gene8027	0.070743931
Gene8029	0.009506115
Gene8030	0.014040524
Gene8032	0.083070533
Gene8033	0.028838368
Gene8034	0.038755181
Gene8037	0.018183144
Gene8038	0.046890541
Gene8039	0.041586458
Gene8040	0.006057282
Gene8041	0.073420323
Gene8042	0.024497406
Gene8050	0.024831203
Gene8051	0.009365221
Gene8052	0.031419732
Gene8057	0.032824904
Gene8058	0.067772092
Gene8061	0.023403325
Gene8063	0.027723591
Gene8064	0.045656453
Gene8069	0.008302645
Gene8071	0.080150203
Gene8075	0.038895082
Gene8076	0.03848257
Gene8077	0.014830643
Gene8091	0.067158812
Gene8092	0.082393353
Gene8093	0.006822537
Gene8095	0.092701515
Gene8096	0.024338556
Gene8097	0.04104475
Gene8099	0.027951111
Gene8106	0.06597259
Gene8107	0.024429083
Gene8109	0.057686076
Gene8112	0.046717937
Gene8116	0.072258976
Gene8117	0.012352716
Gene8118	0.015748892
Gene8120	0.030371509
Gene8123	0.023628543
Gene8124	0.007920214
Gene8127	0.055114614
Gene8129	0.093777381
Gene8131	0.001316112
Gene8132	0.017562301
Gene8133	0.04925029
Gene8136	0.003479259
Gene8140	0.015726744
Gene8142	0.08707297
Gene8148	0.068044504
Gene8155	0.037307529
Gene8156	0.015764853
Gene8158	0.028830919
Gene8160	0.051964054
Gene8165	0.001479967
Gene8170	0.045842288
Gene8172	0.081526194
Gene8176	0.027339938
Gene8182	0.07562134
Gene8183	0.0222701
Gene8184	0.096184216
Gene8187	0.034294731
Gene8189	0.022009795
Gene8200	0.056197276
Gene8202	0.03064524
Gene8203	0.019223322
Gene8204	0.060768903
Gene8206	0.006203445
Gene8211	0.005324944
Gene8212	0.012803628
Gene8214	0.066645677
Gene8215	0.024916308
Gene8216	0.029477042
Gene8217	0.008878539
Gene8218	0.006360632
Gene8221	0.011266707
Gene8226	0.034376849
Gene8227	0.079138887
Gene8234	0.037653772
Gene8237	0.000172572
Gene8240	0.071567701
Gene8241	0.040349926
Gene8244	0.040401271
Gene8245	0.047341408
Gene8246	0.088193289
Gene8249	0.066472366
Gene8253	0.065803462
Gene8255	0.023265426
Gene8259	0.022685903
Gene8260	0.040765496
Gene8261	0.000998011
Gene8263	0.095240864
Gene8266	0.026910191
Gene8271	0.049128093
Gene8272	0.093306559
Gene8273	0.024623519
Gene8274	0.03215421
Gene8276	0.086707342
Gene8278	0.002843344
Gene8282	0.025867251
Gene8284	0.050336313
Gene8285	0.030128517
Gene8288	0.001140605
Gene8289	0.09862039
Gene8290	0.075021592
Gene8291	0.038595545
Gene8293	0.090883442
Gene8295	0.09133414
Gene8298	0.037263255
Gene8299	0.056234553
Gene8300	0.047079302
Gene8301	0.064875548
Gene8305	0.023559502
Gene8307	0.041520543
Gene8309	0.003857091
Gene8312	0.090011671
Gene8317	0.019083004
Gene8319	0.031103218
Gene8320	0.001467255
Gene8321	0.062873851
Gene8322	0.05248529
Gene8324	0.003755758
Gene8327	0.00505894
Gene8328	0.046488561
Gene8329	0.054562914
Gene8331	0.022453972
Gene8333	0.002140062
Gene8334	0.097099481
Gene8336	0.016949114
Gene8337	0.005941158
Gene8338	0.041837838
Gene8341	0.013881171
Gene8342	0.007881456
Gene8346	0.015369695
Gene8347	0.081502831
Gene8349	0.000217803
Gene8356	0.068610681
Gene8357	0.026427428
Gene8358	0.039265204
Gene8362	0.081621516
Gene8364	0.001942318
Gene8366	0.02613568
Gene8368	0.010378633
Gene8373	0.01587429
Gene8376	0.050007638
Gene8377	0.030547333
Gene8383	0.098768042
Gene8386	0.005404095
Gene8387	0.087584176
Gene8388	0.073328068
Gene8389	0.000544615
Gene8392	0.003661403
Gene8394	0.008567613
Gene8397	0.001121657
Gene8400	0.071528142
Gene8402	0.053611673
Gene8403	0.034385972
Gene8404	0.081392645
Gene8407	0.029116248
Gene8408	0.022853259
Gene8409	0.03858996
Gene8414	0.081980499
Gene8415	0.068916881
Gene8416	0.058482367
Gene8417	0.091842705
Gene8418	0.020020959
Gene8425	0.005381663
Gene8426	0.010309454
Gene8429	0.088328296
Gene8430	0.05606251
Gene8433	0.030931621
Gene8436	0.021179382
Gene8437	0.063030152
Gene8438	0.030652013
Gene8440	0.075855868
Gene8442	0.017901405
Gene8443	0.081628417
Gene8444	0.059702201
Gene8456	0.021376239
Gene8460	0.051426866
Gene8461	0.080525945
Gene8464	0.051504443
Gene8472	0.070987649
Gene8474	0.087181038
Gene8476	0.060497047
Gene8479	0.080391241
Gene8480	0.043711949
Gene8481	0.008691141
Gene8483	0.010701988
Gene8484	0.006461717
Gene8488	0.001235679
Gene8489	0.019458252
Gene8491	0.062574929
Gene8493	0.044050719
Gene8494	0.05016682
Gene8495	0.012535333
Gene8496	0.085113006
Gene8497	0.079621506
Gene8499	0.065014717
Gene8501	0.083563234
Gene8502	0.010246279
Gene8503	0.000430709
Gene8504	0.090881767
Gene8505	0.003218334
Gene8506	0.030517422
Gene8507	0.004091907
Gene8510	0.031215668
Gene8517	0.004147688
Gene8518	0.011795244
Gene8519	0.005477266
Gene8520	0.094536501
Gene8521	0.025709713
Gene8522	0.028024808
Gene8524	0.046607418
Gene8525	0.059953661
Gene8529	0.008915191
Gene8531	0.047260257
Gene8534	0.033464447
Gene8536	0.037743407
Gene8538	0.074899665
Gene8541	0.016886628
Gene8544	0.082822107
Gene8545	0.032491035
Gene8546	0.023711632
Gene8550	0.058600361
Gene8552	0.02484769
Gene8553	0.06217567
Gene8555	0.003434847
Gene8556	0.030987951
Gene8560	0.029342555
Gene8562	0.093396522
Gene8563	0.076943948
Gene8564	0.081126199
Gene8565	0.062661877
Gene8569	0.025911098
Gene8570	0.052988236
Gene8571	0.061097086
Gene8572	0.040776612
Gene8573	0.011797367
Gene8574	0.004482721
Gene8583	0.074125672
Gene8585	0.025826532
Gene8586	0.092542663
Gene8587	0.030514811
Gene8589	0.000164772
Gene8590	0.000426222
Gene8591	0.037421743
Gene8592	0.054059895
Gene8596	0.000803417
Gene8597	0.095322479
Gene8599	0.014280033
Gene8601	0.047101166
Gene8603	0.065932292
Gene8604	0.0221374
Gene8606	0.017216816
Gene8608	0.071055207
Gene8609	0.055224973
Gene8610	0.039935589
Gene8611	0.052707355
Gene8612	0.093067983
Gene8613	0.053658118
Gene8614	0.004234695
Gene8616	0.071518786
Gene8619	0.025405422
Gene8621	0.057606566
Gene8627	0.079946905
Gene8628	0.080254148
Gene8629	0.004024161
Gene8630	0.023828189
Gene8631	0.051093534
Gene8632	0.00946759
Gene8635	0.014066615
Gene8636	0.028940136
Gene8637	0.006723642
Gene8638	0.026727829
Gene8640	0.044075259
Gene8642	0.049329585
Gene8644	0.041029138
Gene8650	0.064459754
Gene8651	0.076041095
Gene8652	0.026888541
Gene8656	0.047420003
Gene8657	0.037383428
Gene8658	0.079291026
Gene8659	0.003189655
Gene8660	0.093349217
Gene8662	0.011436901
Gene8664	0.03729273
Gene8668	0.063338854
Gene8671	0.05284035
Gene8672	0.057951919
Gene8673	0.025263927
Gene8677	0.065380928
Gene8679	0.068633101
Gene8680	0.001363652
Gene8681	0.034327644
Gene8683	0.004935241
Gene8684	0.030356278
Gene8688	0.073017125
Gene8689	0.027326812
Gene8691	0.030805036
Gene8692	0.036436261
Gene8693	0.024634138
Gene8697	0.005938918
Gene8705	0.06359595
Gene8706	0.080580961
Gene8707	0.092524491
Gene8710	0.054417188
Gene8711	0.087096532
Gene8712	0.008571798
Gene8713	0.063138761
Gene8714	0.027905031
Gene8716	0.085775583
Gene8718	0.082168936
Gene8719	0.016208037
Gene8721	0.076691218
Gene8722	0.036389794
Gene8724	0.049098426
Gene8726	0.080330763
Gene8734	0.070167002
Gene8739	0.039464313
Gene8741	0.065805974
Gene8749	0.03738952
Gene8750	0.01197852
Gene8753	0.02687008
Gene8754	0.027150762
Gene8755	0.010301264
Gene8759	0.084562647
Gene8762	0.054463053
Gene8764	0.07287055
Gene8766	0.071573383
Gene8768	0.005317247
Gene8771	0.009458887
Gene8775	0.003684826
Gene8776	0.066387385
Gene8778	0.027057382
Gene8779	0.012797681
Gene8784	0.043709137
Gene8787	0.091007092
Gene8789	0.007272022
Gene8790	0.041483404
Gene8792	0.026727937
Gene8793	0.032846065
Gene8794	0.054791442
Gene8795	0.008292298
Gene8797	0.032495554
Gene8798	0.024487914
Gene8799	0.085970385
Gene8800	0.072212475
Gene8801	0.076767378
Gene8806	0.002250112
Gene8807	0.03529807
Gene8810	0.002220114
Gene8813	0.062988717
Gene8814	0.033208571
Gene8815	0.000791073
Gene8820	0.002078876
Gene8821	0.039741301
Gene8826	0.033403448
Gene8829	0.099234925
Gene8830	0.002813735
Gene8832	0.000836233
Gene8837	0.059348638
Gene8839	0.043978909
Gene8840	0.088509308
Gene8841	0.040859383
Gene8843	0.075366519
Gene8844	0.04474604
Gene8846	0.093277399
Gene8847	0.014681907
Gene8848	0.010208487
Gene8849	0.045038752
Gene8851	0.026885248
Gene8854	0.076742384
Gene8858	0.01569179
Gene8860	0.0893495
Gene8861	0.032412737
Gene8862	0.032840185
Gene8863	0.054618688
Gene8865	0.037930917
Gene8866	0.073056199
Gene8869	0.025666116
Gene8873	0.096872058
Gene8874	0.032616745
Gene8875	0.080318224
Gene8876	0.033272606
Gene8878	0.061324057
Gene8879	0.058826242
Gene8880	0.082929996
Gene8881	0.00279843
Gene8882	0.041824983
Gene8886	0.055444568
Gene8887	0.014712622
Gene8889	0.05423277
Gene8891	0.005599203
Gene8892	0.027030185
Gene8893	0.09875834
Gene8899	0.009992661
Gene8902	0.072403071
Gene8910	0.056118947
Gene8911	0.024406301
Gene8912	0.08711349
Gene8914	0.029301251
Gene8915	0.054323353
Gene8916	0.096131631
Gene8918	0.018709048
Gene8922	0.002295129
Gene8923	0.055503171
Gene8932	0.042134274
Gene8933	0.097234793
Gene8938	0.032057722
Gene8945	0.053669744
Gene8948	0.028590887
Gene8949	0.035314216
Gene8952	0.001415528
Gene8953	0.066658266
Gene8954	0.035772828
Gene8957	0.094772649
Gene8959	0.032473587
Gene8963	0.024218188
Gene8964	0.028784712
Gene8967	0.049562991
Gene8975	0.056814169
Gene8976	0.005036456
Gene8977	0.015888526
Gene8985	0.055379118
Gene8986	0.073691474
Gene8992	0.08188391
Gene8993	0.034769829
Gene8994	0.03621431
Gene8995	0.037153457
Gene9001	0.040801821
Gene9002	0.041026972
Gene9003	0.08263369
Gene9005	0.034105678
Gene9008	0.082833314
Gene9009	0.025752211
Gene9012	0.042066396
Gene9015	0.081978224
Gene9016	0.086748749
Gene9018	0.036754923
Gene9020	0.017993183
Gene9021	0.0077572
Gene9023	0.096264771
Gene9025	0.082814042
Gene9027	0.001514253
Gene9028	0.096121213
Gene9034	0.017617778
Gene9038	0.027890189
Gene9039	0.056181812
Gene9042	0.065772215
Gene9044	0.060924698
Gene9045	0.084525525
Gene9046	0.006285923
Gene9047	0.005997103
Gene9049	0.013518738
Gene9053	0.028326772
Gene9061	0.037063989
Gene9065	0.064181919
Gene9068	0.037078486
Gene9069	0.065948
Gene9070	0.064976536
Gene9071	0.023911931
Gene9072	0.013584089
Gene9074	0.03455131
Gene9075	0.004626214
Gene9077	0.063652347
Gene9078	0.041497506
Gene9080	0.015024694
Gene9082	0.07835239
Gene9086	0.078541114
Gene9087	0.094441681
Gene9088	0.090248673
Gene9089	0.02673363
Gene9093	0.095817916
Gene9105	0.078338882
Gene9109	0.052617036
Gene9110	0.006171101
Gene9115	0.01419999
Gene9116	0.035334806
Gene9118	0.046919976
Gene9119	0.019981427
Gene9120	0.016762258
Gene9121	0.027902881
Gene9123	0.011068035
Gene9124	0.035211812
Gene9127	0.024973423
Gene9129	0.005140099
Gene9133	0.031665003
Gene9137	0.016755803
Gene9141	0.064706259
Gene9142	0.098932668
Gene9148	0.008441027
Gene9152	0.027076555
Gene9158	0.057777794
Gene9159	0.055309671
Gene9162	0.069114185
Gene9164	0.008825594
Gene9165	0.025444971
Gene9166	0.010374918
Gene9167	0.028804663
Gene9168	0.029873925
Gene9169	0.060932991
Gene9171	0.068405978
Gene9172	0.006314938
Gene9173	0.023605618
Gene9175	0.056820824
Gene9178	0.019143875
Gene9180	0.07438588
Gene9181	0.002492144
Gene9182	0.030505795
Gene9183	0.006414869
Gene9187	0.02902494
Gene9190	0.026543649
Gene9191	0.060404441
Gene9195	0.003565686
Gene9196	0.012303124
Gene9202	0.005745352
Gene9205	0.027803893
Gene9206	0.028666944
Gene9207	0.036442523
Gene9210	0.071049329
Gene9211	0.030068445
Gene9213	0.051507017
Gene9217	0.025594811
Gene9220	0.00845211
Gene9228	0.044499679
Gene9236	0.000304444
Gene9238	0.045491455
Gene9239	0.003380426
Gene9241	0.068126171
Gene9242	0.05806122
Gene9243	0.068491604
Gene9246	0.065697723
Gene9248	0.081915639
Gene9252	0.064712466
Gene9253	0.079388113
Gene9254	0.027002333
Gene9257	0.007872535
Gene9259	0.086050713
Gene9260	0.035463831
Gene9263	0.029079178
Gene9269	0.05614093
Gene9270	0.031250072
Gene9274	0.004200694
Gene9275	0.008636248
Gene9276	0.087301361
Gene9282	0.035853164
Gene9283	0.098916603
Gene9290	0.030558421
Gene9291	0.081827314
Gene9293	0.061305882
Gene9294	0.059671031
Gene9295	0.050320037
Gene9299	0.072975817
Gene9303	0.070919639
Gene9304	0.055818332
Gene9308	0.020522643
Gene9312	0.038574241
Gene9313	0.062795425
Gene9315	0.026713898
Gene9318	0.026827347
Gene9320	0.089725452
Gene9323	0.005443346
Gene9324	0.006506453
Gene9327	0.018287629
Gene9329	0.007643671
Gene9330	0.054167015
Gene9334	0.065979947
Gene9335	0.099961078
Gene9337	0.008308836
Gene9345	0.039080699
Gene9346	0.073320891
Gene9347	0.025565739
Gene9348	0.001077568
Gene9350	0.002784426
Gene9352	0.096699428
Gene9357	0.069022878
Gene9358	0.027433273
Gene9359	0.002694771
Gene9361	0.046567373
Gene9364	0.013088191
Gene9365	0.056685867
Gene9367	0.011009932
Gene9370	0.030164699
Gene9371	0.071123556
Gene9377	0.08284138
Gene9380	0.068696721
Gene9386	0.070037214
Gene9387	0.032034502
Gene9389	0.018528941
Gene9390	0.004141595
Gene9391	0.02431279
Gene9395	0.019340825
Gene9396	0.06105174
Gene9401	0.004033072
Gene9404	0.045832615
Gene9406	0.052317961
Gene9418	0.024625669
Gene9426	0.066237607
Gene9434	0.068761962
Gene9437	0.049764354
Gene9442	0.092506997
Gene9444	0.050803105
Gene9454	0.001342469
Gene9461	0.025857212
Gene9462	0.080127781
Gene9463	0.052893648
Gene9465	0.082452271
Gene9467	0.060799519
Gene9468	0.003867769
Gene9470	0.00628249
Gene9471	0.006343928
Gene9475	0.069618226
Gene9477	0.049648
Gene9478	0.000171766
Gene9479	0.003873743
Gene9487	0.050307256
Gene9488	0.077996603
Gene9490	0.081248493
Gene9493	0.013394817
Gene9500	0.046055641
Gene9503	0.027941959
Gene9505	0.023535422
Gene9506	0.03933728
Gene9507	0.036181781
Gene9509	0.069448992
Gene9511	0.030603021
Gene9514	0.020443978
Gene9519	0.000981529
Gene9520	0.000571954
Gene9521	0.014124995
Gene9523	0.099683537
Gene9524	0.004055079
Gene9525	0.040189078
Gene9526	0.012690732
Gene9527	3.330142453
Gene9528	0.005733177
Gene9535	0.09049945
Gene9537	0.00210971
Gene9538	0.022592329
Gene9541	0.058460015
Gene9542	0.007882846
Gene9546	0.03354338
Gene9547	0.010427727
Gene9549	0.062670299
Gene9551	0.044791312
Gene9554	0.045523316
Gene9556	0.047855017
Gene9568	0.09366653
Gene9569	0.089380053
Gene9573	0.02740652
Gene9574	0.012483613
Gene9585	0.006940528
Gene9587	0.047019764
Gene9589	0.030919316
Gene9595	0.032775083
Gene9599	0.091526468
Gene9600	0.011618676
Gene9606	0.021401333
Gene9607	0.00029304
Gene9609	0.019752467
Gene9610	0.02316713
Gene9611	0.014515431
Gene9612	0.019478146
Gene9613	0.001067654
Gene9614	0.063581195
Gene9615	0.027291648
Gene9617	0.094994635
Gene9621	0.006547276
Gene9622	0.059278917
Gene9625	0.054458488
Gene9626	0.097530756
Gene9629	0.048795291
Gene9630	0.026341111
Gene9632	0.017609175
Gene9634	0.003425951
Gene9636	0.091245408
Gene9637	0.045092053
Gene9638	0.066358398
Gene9639	0.004634294
Gene9640	0.002443647
Gene9641	0.021167685
Gene9642	0.032048053
Gene9643	0.036292883
Gene9644	0.07457089
Gene9647	0.06178028
Gene9648	0.000416332
Gene9650	0.042649798
Gene9651	0.07389526
Gene9653	0.019991927
Gene9654	0.070334754
Gene9656	4.909399521
Gene9661	0.006116111
Gene9662	0.093227168
Gene9665	0.024723718
Gene9668	0.03564788
Gene9669	0.054535937
Gene9670	0.062594563
Gene9671	0.058423147
Gene9672	0.029423953
Gene9675	0.085042533
Gene9679	0.039924453
Gene9680	0.097660261
Gene9687	0.006279593
Gene9688	0.033722552
Gene9689	0.015681035
Gene9690	0.0095364
Gene9692	0.055509777
Gene9695	0.01854758
Gene9698	0.02844078
Gene9699	0.071173368
Gene9702	0.00254668
Gene9709	0.029877625
Gene9710	0.05023587
Gene9713	0.009199222
Gene9714	0.020240495
Gene9715	0.077720215
Gene9717	0.017192266
Gene9722	0.083848604
Gene9733	0.075943176
Gene9735	0.054889561
Gene9736	0.059168064
Gene9737	0.064087254
Gene9738	0.051253142
Gene9741	0.040883673
Gene9742	0.046479955
Gene9744	0.003759788
Gene9745	0.074643533
Gene9746	0.025287434
Gene9747	0.03056971
Gene9748	0.052160712
